original_image,npz_path,csv_path,data_type,num_samples,num_leads,status,Col1_MAV,Col1_RMS,Col1_ZC,Col1_SSC,Col1_VAR,Col1_DASDV,Col1_AAC,Col1_Skew,Col1_Kurt,Col2_MAV,Col2_RMS,Col2_ZC,Col2_SSC,Col2_VAR,Col2_DASDV,Col2_AAC,Col2_Skew,Col2_Kurt,Col3_MAV,Col3_RMS,Col3_ZC,Col3_SSC,Col3_VAR,Col3_DASDV,Col3_AAC,Col3_Skew,Col3_Kurt,Col4_MAV,Col4_RMS,Col4_ZC,Col4_SSC,Col4_VAR,Col4_DASDV,Col4_AAC,Col4_Skew,Col4_Kurt,Col5_MAV,Col5_RMS,Col5_ZC,Col5_SSC,Col5_VAR,Col5_DASDV,Col5_AAC,Col5_Skew,Col5_Kurt,Col6_MAV,Col6_RMS,Col6_ZC,Col6_SSC,Col6_VAR,Col6_DASDV,Col6_AAC,Col6_Skew,Col6_Kurt,Col7_MAV,Col7_RMS,Col7_ZC,Col7_SSC,Col7_VAR,Col7_DASDV,Col7_AAC,Col7_Skew,Col7_Kurt,Col8_MAV,Col8_RMS,Col8_ZC,Col8_SSC,Col8_VAR,Col8_DASDV,Col8_AAC,Col8_Skew,Col8_Kurt,Col9_MAV,Col9_RMS,Col9_ZC,Col9_SSC,Col9_VAR,Col9_DASDV,Col9_AAC,Col9_Skew,Col9_Kurt,Col10_MAV,Col10_RMS,Col10_ZC,Col10_SSC,Col10_VAR,Col10_DASDV,Col10_AAC,Col10_Skew,Col10_Kurt,Col11_MAV,Col11_RMS,Col11_ZC,Col11_SSC,Col11_VAR,Col11_DASDV,Col11_AAC,Col11_Skew,Col11_Kurt,Col12_MAV,Col12_RMS,Col12_ZC,Col12_SSC,Col12_VAR,Col12_DASDV,Col12_AAC,Col12_Skew,Col12_Kurt,class
ECG Dataset\Abnormal heartbeat\HB_(81).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(81)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(81).csv,12_leads,124,12,success,0.851586888657648,1.1564921034887534,19,53,1.337473985431842,0.9918365981341756,0.5284552845528455,0.8298165115152158,0.6757401156213683,0.9758064516129032,1.2572371141874243,24,68,1.5806451612903225,0.6263197448302485,0.44308943089430897,0.8461216251093729,2.36786755518534,2.0783038501560873,3.199733339565787,20,67,10.238293444328823,2.313797427733328,1.2195121951219512,-1.5635504116754542,2.6873646699513323,2.417533818938605,3.919607883773455,25,55,15.363325962539024,3.537258136177118,1.670731707317073,1.7842505643473872,4.534736813008889,2.8679760665972944,3.5483229466342014,11,47,12.590595733610822,1.2130724279477934,0.8455284552845529,-0.2187444894628827,-0.29977172432597277,1.3675858480749223,1.9264363467083032,20,60,3.7111569979188346,1.451800116144014,0.7357723577235772,1.4728937591300253,1.9678545489562218,2.569393860561915,3.5980284049331117,11,44,12.945808402705513,1.7006694043123807,1.1504065040650406,0.18492908070906636,0.19425199553632044,1.1359261186264304,1.3502947995847574,27,69,1.8232960457856398,1.1730371947055223,0.7195121951219512,-0.48110218838690844,-0.444118894033227,2.9383454734651404,3.856255644566877,9,59,14.8707075962539,1.777798949738428,1.1341463414634145,-0.6663480755303484,0.474401423324216,1.9232570239334024,2.491061022056413,12,53,6.20538501560874,1.4077312659286825,0.9552845528455285,-0.808782537588852,0.47250258148344315,2.125747918834548,2.94385976589917,25,49,8.666310321279918,1.9220056428265009,1.2926829268292683,-0.024140602244704382,0.241248222462648,1.0352497398543192,1.3139655981539828,13,69,1.7265055931321538,0.9510370890325188,0.556910569105691,-0.852614019157159,0.4130531923447509,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(82).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(82)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(82).csv,12_leads,124,12,success,1.5473465140478668,2.378376071342076,18,67,5.6566727367325695,2.2040244048639233,1.008130081300813,2.288817289989878,5.736673305571246,1.5039021852237244,2.1278100108439326,23,59,4.527575442247658,1.7714997550419873,0.8780487804878049,-0.34962796410964386,1.111608766923979,2.427809573361083,4.008061980754699,20,55,16.064560841571275,3.6928573113445933,1.7073170731707317,-2.841183970806357,8.029415169679439,1.9578563995837668,3.0451361924264537,16,59,9.27285443042548,2.2200277104645227,1.089430894308943,0.7907157827533012,8.36604063227317,1.687695109261186,2.1140264190194444,18,61,4.4691077003121755,1.5081081671758292,0.8821138211382114,0.3909371008676656,0.03767850381311044,1.514047866805412,2.222999632776781,18,58,4.9417273673257025,1.718502846235736,0.8333333333333334,2.074939576710898,3.879496508025696,2.4061849635796047,3.6053365058256817,20,50,12.998451320239335,3.5870419454892337,1.9227642276422765,-1.7400021750021362,4.717026251672088,1.5548257023933398,2.676905405151058,26,63,7.165822548126951,2.6068624258516353,1.1788617886178863,1.974965212228849,8.533010345552794,1.3293444328824144,1.8608029984841312,17,59,3.4625877991675336,1.4033931007105427,0.8089430894308943,-1.1291415510023415,1.8563988463313228,1.8437174817898019,2.451994213767568,16,59,6.012275624349636,1.6490943560396873,0.8130081300813008,-0.8530761274609306,0.863248330226543,2.3946409989594164,3.6989017761540786,24,56,13.681874349635796,3.9367457982037393,2.1463414634146343,-0.5146379159731719,4.00383635735427,1.5059833506763791,2.1987752006365824,24,66,4.834612382934442,2.181779686775458,1.024390243902439,1.5021104618740497,2.86367762812547,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(83).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(83)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(83).csv,12_leads,124,12,success,1.5473465140478668,2.378376071342076,18,67,5.6566727367325695,2.2040244048639233,1.008130081300813,2.288817289989878,5.736673305571246,1.5039021852237244,2.1278100108439326,23,59,4.527575442247658,1.7714997550419873,0.8780487804878049,-0.34962796410964386,1.111608766923979,2.427809573361083,4.008061980754699,20,55,16.064560841571275,3.6928573113445933,1.7073170731707317,-2.841183970806357,8.029415169679439,1.9578563995837668,3.0451361924264537,16,59,9.27285443042548,2.2200277104645227,1.089430894308943,0.7907157827533012,8.36604063227317,1.687695109261186,2.1140264190194444,18,61,4.4691077003121755,1.5081081671758292,0.8821138211382114,0.3909371008676656,0.03767850381311044,1.514047866805412,2.222999632776781,18,58,4.9417273673257025,1.718502846235736,0.8333333333333334,2.074939576710898,3.879496508025696,2.4061849635796047,3.6053365058256817,20,50,12.998451320239335,3.5870419454892337,1.9227642276422765,-1.7400021750021362,4.717026251672088,1.5548257023933398,2.676905405151058,26,63,7.165822548126951,2.6068624258516353,1.1788617886178863,1.974965212228849,8.533010345552794,1.3293444328824144,1.8608029984841312,17,59,3.4625877991675336,1.4033931007105427,0.8089430894308943,-1.1291415510023415,1.8563988463313228,1.8437174817898019,2.451994213767568,16,59,6.012275624349636,1.6490943560396873,0.8130081300813008,-0.8530761274609306,0.863248330226543,2.3946409989594164,3.6989017761540786,24,56,13.681874349635796,3.9367457982037393,2.1463414634146343,-0.5146379159731719,4.00383635735427,1.5059833506763791,2.1987752006365824,24,66,4.834612382934442,2.181779686775458,1.024390243902439,1.5021104618740497,2.86367762812547,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(84).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(84)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(84).csv,12_leads,124,12,success,0.9371097814776276,1.2724761292376798,21,78,1.6191954994797084,1.1024731989810657,0.6341463414634146,0.3606335515415105,0.49471882169775494,1.2924037460978146,1.7276708349821344,20,67,2.9848465140478657,1.7143583027605118,0.8699186991869918,-0.3553027052242291,0.5632825734732436,0.6949141519250782,1.5790551169718439,22,66,2.4934150624349636,1.0573013661495896,0.3983739837398374,5.608658853219445,38.360694199352295,3.248569198751302,5.598512616970022,20,49,31.343343522372532,5.707469075871767,2.796747967479675,-0.9849175505571331,6.474684769782714,1.7520811654526534,2.5150690488532277,22,58,6.32557232049948,2.537122754207746,1.2479674796747968,0.5139589396290506,1.9310863713914372,0.7293184183142558,0.9752064270923606,29,76,0.9510275754422478,1.0080972981818899,0.6422764227642277,-0.3679103308011257,0.8401414083100671,3.0018210197710724,5.114090823203169,20,53,26.15392494797086,4.6097722286464435,2.2804878048780486,-1.8446795818688353,6.872539857355303,2.6580059833506757,4.659076153298768,18,52,21.70699060223725,4.900327681095808,2.3252032520325203,0.5903958000951018,6.600756595041188,1.5676378772112378,2.13120002054604,22,69,4.542013527575442,1.9744300402242256,1.016260162601626,0.30865271836907815,1.3862556090450884,1.6350806451612903,2.3145969132805266,23,64,5.357358870967742,2.41522945769824,1.2276422764227641,0.8753914637483428,2.0411476311074885,3.3607245057232054,5.808482437755031,21,55,33.73846822970863,5.148505979518545,2.573170731707317,-2.053292999887541,6.210951033352982,1.8677809573361082,2.910460156635215,20,55,8.470778323361081,2.97772898677821,1.329268292682927,1.0909008920615515,4.458997234404934,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(85).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(85)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(85).csv,12_leads,124,12,success,1.3949011446409991,1.693164318969124,21,50,2.866805411030176,1.1590927206049348,0.7195121951219512,0.7415552606003037,-0.4665922543074603,1.6986212278876178,2.201077419222466,24,55,4.844741805411029,1.745493617140915,1.0365853658536586,-0.8504983620124519,0.5450439469753365,1.3726261706555656,2.362919568092777,16,63,5.583388885275754,2.140634736046935,0.8983739837398373,-2.3177778344137208,6.383614032721249,4.514308012486994,5.622327090686936,17,55,31.610561914672218,2.943575062121138,1.8739837398373984,1.3679169961176418,0.5616513049231746,2.1298126951092615,2.89005468858596,25,47,8.352416103017688,2.4370113644059814,1.3739837398373984,1.202387043380174,2.2115675615109014,1.005072840790843,1.2830693315130335,8,67,1.6462669094693028,0.59469196781642,0.34146341463414637,0.39648168285519586,-0.1978663064634696,4.777510405827261,6.063969510905241,15,49,36.771726229188346,3.1882820258601283,2.186991869918699,0.9690949319196518,0.004159918313450639,3.2464229968782505,4.04512212111895,15,53,16.363012974765873,2.9770463345485205,1.6788617886178863,1.3434112824399769,0.6529436822464305,1.3673257023933398,1.8990180385994542,16,67,3.606269510926118,1.5792094348199641,0.7601626016260162,0.7785043411146993,1.8356188815015466,1.66363163371488,2.2518744360079905,18,60,5.070938475546306,2.0595800345456805,1.0121951219512195,1.3475067729187609,2.084300590067069,5.520031217481789,7.151105942934699,18,45,51.13831620707597,4.302343849766777,2.8008130081300813,0.7832260876962686,0.293462034399401,2.353668054110302,3.108457777654871,19,47,9.662509755463061,2.5961196810574787,1.3495934959349594,1.5209596547256397,1.9540722141947224,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(86).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(86)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(86).csv,12_leads,124,12,success,1.9752861602497394,2.9154536400291473,16,55,8.499869927159208,1.86429873038029,0.9186991869918699,1.184154887649518,2.15642817858075,2.063410509885536,2.7922651964237226,10,55,7.79674492715921,1.684457887269296,0.8780487804878049,-1.1644818705708215,1.1735470804901489,2.2777055150884506,3.2436878388719506,10,49,10.521510796045787,1.8859773511645603,0.9186991869918699,-1.929977486447545,2.502942935336728,4.865016909469303,7.090984975538649,8,52,50.28206792331485,5.357889353073951,2.1178861788617884,1.8618866857529224,7.582740688221765,2.654006243496358,3.3851953188130888,18,52,11.459547346514048,1.9938931155148616,1.1056910569105691,0.6225822685927923,0.0015963195428398969,1.486537460978148,1.9066527034931593,17,47,3.6353245317377736,1.4719601443879744,0.7723577235772358,0.42843784244094635,0.12642653069132104,5.102887617065555,7.246004765913274,12,49,52.50458506763788,5.655596551887659,2.7560975609756095,1.1123077269377117,2.1529125685151724,4.367455775234132,6.864323371884378,10,54,47.11893535379813,5.296301823737964,2.3048780487804876,2.0472273455086833,5.447702437101025,2.187304890738814,2.745751613871518,15,49,7.539151925078045,1.6280069115532159,1.0,-0.10605018108255992,-0.4784626796733371,2.007284079084287,2.8162688645400547,19,56,7.9313703173777315,2.0146818829360864,1.1504065040650406,0.7475085972437646,0.8406969479864186,5.37061004162331,7.817098542559733,11,49,61.1070296240895,6.274626280452852,3.0447154471544717,1.3334655267547129,2.740798259097974,3.2339360041623317,4.730213388894259,14,49,22.374918704474506,3.0276503540974917,1.4390243902439024,1.3614181187872592,1.9843887991244165,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(87).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(87)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(87).csv,12_leads,124,12,success,0.6675338189386063,0.9089321472381965,21,62,0.8261576482830384,0.8386012357016446,0.4065040650406504,1.649584157013545,2.857153779946583,1.160900104058273,1.5442864046153193,23,63,2.384820499479709,1.3411862241332775,0.6869918699186992,-1.0180907494669316,1.011462337226364,1.8661333680194259,2.704602465438085,12,50,7.314874496053769,2.2494927089040697,0.8780487804878049,-2.163941571097112,4.437837282808328,2.266909469302809,3.1294317632853224,15,46,9.793343161059083,1.905632785812404,1.2276422764227641,0.2519676283586915,0.5878277429185843,1.884495317377733,2.454727965795027,16,51,6.0256893860561895,2.1588351270282446,1.0528455284552845,1.330530589256716,1.0538540477720222,0.47353017689906396,0.605899607218106,20,60,0.3671143340270551,0.4107300658484474,0.23983739837398374,-0.22139474256538785,0.3110483199408307,2.4738553590010413,3.601612925797784,18,54,12.971615667273673,1.9776443653428586,1.2073170731707317,-1.538526058067017,5.494422700102131,2.8799427679500513,3.6302775641137695,18,53,13.178915192507803,3.0517221580742406,1.5121951219512195,1.0811510518202578,0.5427261076971464,1.3061914672216444,1.6604288402104757,18,53,2.7570239334027056,1.4048406442626715,0.7601626016260162,0.9272196085411595,0.16592361603440198,1.5526144640998967,1.982965142008925,23,53,3.9321507544224774,1.822956590735862,0.9715447154471545,1.0484284303449414,0.11041220919680761,3.4616285119667016,4.914986823325688,18,53,24.157095473465144,4.131969352706687,2.1260162601626016,-1.0246661561410166,2.293021524225308,1.553069719042664,2.0144307363290554,17,65,4.057931191467222,1.8106505141945106,0.9471544715447154,1.4847615201928654,1.5271992296563832,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(88).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(88)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(88).csv,12_leads,124,12,success,1.1868496357960463,1.5646979857725072,18,62,2.448279786680542,1.4979661007594232,0.8048780487804879,1.077461355897778,1.4882936294012588,1.3140608740894906,1.8163386904136145,23,54,3.299086238293444,1.7726467281340148,0.9349593495934959,-1.3722177461838485,2.9281327764797505,1.0598985431841834,1.5139008055561223,18,53,2.291895649063476,1.4073702629054547,0.8008130081300813,0.20412066413923025,1.4067592186930522,1.7916233090530704,2.8183839769298986,13,54,7.943288241415191,2.894134803384701,1.0772357723577235,3.1342240714872913,11.855737261689855,1.5235431841831422,2.28993920007987,24,64,5.243821540062436,2.3512667404088474,1.08130081300813,1.82731513646417,4.37715430239094,0.7779006243496359,1.0949566890450486,12,55,1.1989301508844954,0.7199254703973387,0.4105691056910569,-0.7418549756580682,2.5164183456761604,2.3967221644120706,3.2573857485216915,17,44,10.61056191467222,2.3637678341968655,1.2560975609756098,-0.6599731738239152,0.7178730538825255,1.45525494276795,2.286315212927037,13,60,5.227237252861603,2.1155636970078593,0.8617886178861789,2.863996949102232,8.70623119260008,0.8710978147762746,1.2457263050345975,18,63,1.5518340270551512,0.9815368735540919,0.4796747967479675,1.6844459577233561,3.6184577006203202,1.3369536940686786,2.1386748586179474,20,74,4.573930150884496,2.0432319368998417,0.9349593495934959,2.516603457975817,7.642070358910482,1.6155046826222672,2.4141476220179454,17,59,5.828108740894901,2.3586030039159414,1.0772357723577235,2.1201813472184274,4.565262658265643,1.065036420395422,1.7066838902223929,13,60,2.912769901144642,1.593304078378908,0.6463414634146342,2.8710429304805367,8.77172882558398,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(89).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(89)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(89).csv,12_leads,124,12,success,0.8945109261186254,1.2340817867546638,17,77,1.5229578563995838,1.1660858019721259,0.540650406504065,1.5096724165487279,2.40325757858324,1.2446019771071803,1.8623052733968026,22,71,3.46818093132154,1.850620638587898,0.8170731707317073,-2.022354876432443,6.08643499772346,1.117520811654525,1.8382088929670484,15,58,3.3790119341831426,1.6063264154104944,0.6747967479674797,-2.060636119623517,5.479017466164393,2.3203043704474497,3.361774638073281,15,47,11.301528717192737,3.1469217548527184,1.589430894308943,1.3152513046367504,5.304155484717327,2.8507414151925077,3.3930127866000177,9,52,11.512535770031219,2.1035200849926485,0.9715447154471545,0.698526957870305,-0.11143751413609682,0.6131633714880336,0.7236976533362042,11,55,0.5237382934443288,0.4938647983247948,0.22764227642276422,0.2361262629444753,-0.6446071937205886,2.587994276795005,3.2225058719408146,18,43,10.384544094693029,1.9646261979218784,1.1829268292682926,0.2825015634273469,-0.18844682478959474,1.2210804717308361,1.6402762352348017,20,60,2.690506127876055,1.4014607168670157,0.7113821138211383,0.9856800207499581,3.002906355530067,2.473790322580645,2.911756619792119,11,51,8.478326612903226,1.0378996928209023,0.5284552845528455,0.6808220415283888,-0.6884977690852367,1.2349115504682633,1.9184736388644201,18,72,3.6805411030176898,1.4601759555403628,0.6707317073170732,2.153030343197015,5.648396597054811,2.611342351716961,3.100853642830629,16,50,9.615293314255984,2.443258519911872,1.3780487804878048,0.409369932185898,-0.5839577075415558,1.5600936524453697,2.606673178062806,20,57,6.794745057232051,2.7211158638902986,1.1666666666666667,2.812007575102556,9.218943380040104,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(9).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(9)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(9).csv,12_leads,124,12,success,0.8387096774193549,1.2288533863570912,19,61,1.5100806451612903,0.7690665866062225,0.3780487804878049,1.5791855004656605,2.1674863324664315,1.127016129032258,1.6480988558668674,10,48,2.7162298387096775,0.9938837346736189,0.5121951219512195,1.5786843053152249,2.668535153755575,1.9919354838709677,3.2272778902110617,18,54,10.415322580645162,1.751886323668551,0.8536585365853658,-2.3225004149755715,5.222245603906179,7.582856399583765,10.370977148443034,7,41,107.55716701352758,5.332634608701285,2.727642276422764,-1.7896264784347344,2.1970037540201277,2.2900624349635814,3.575326167783211,12,46,12.78295720603538,2.5226615187558123,1.2073170731707317,-2.036954132997138,3.279443304090657,1.5424687825182106,2.543466436587648,14,60,6.4692215140478675,1.7161357613019759,0.7520325203252033,2.5686115014007256,6.3636324924087635,4.750650364203954,8.254755047470818,6,43,68.14098089374494,5.013261545931279,2.321138211382114,-2.840977795409641,8.197021533144502,6.1999869927159175,8.500042799595375,7,48,72.25072759495318,4.149027704692865,2.0569105691056913,-1.6592632690686584,1.567098056410459,3.0939125910509895,4.890058106171927,8,47,23.912668281737773,3.4220411823440315,1.5528455284552845,-2.3109457428221094,4.654620008570241,2.199271592091571,3.8319331450994762,14,49,14.683711628511967,2.5558795599955904,1.1951219512195121,-2.610676933738339,6.440685172298233,3.3856117759278535,6.479458104135366,20,43,41.983377323245456,6.207429546262746,2.6504065040650406,-0.1583828063449283,10.338848631494312,3.518860561914672,5.981349935746124,17,47,35.776547053850166,4.748020554609243,2.089430894308943,2.0789553508941587,5.936400001411554,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(90).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(90)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(90).csv,12_leads,124,12,success,1.5794094693028093,2.3946419280509565,19,61,5.734309963579602,2.126583580200232,1.0609756097560976,1.9725873820751834,3.0096321416562466,2.2669094693028087,3.339379218357184,14,55,11.151453563995839,2.9091948429327212,1.3902439024390243,-2.0112221969431068,3.2631809835152055,1.7743236212278883,2.5604140198752576,19,60,6.555719953173777,2.0585929364614026,1.1747967479674797,-1.6123533007354929,2.3104269256438785,4.106854838709677,6.464797900007008,21,45,41.79361188793503,4.976128652734341,2.6910569105691056,-0.5832158603638603,9.378838734431653,2.333246618106139,3.854163795688481,18,54,14.854578563995842,3.9108458736128267,1.8739837398373984,2.2977613994809403,4.709702406530302,0.9596774193548387,1.2645922458986916,24,64,1.5991935483870967,0.7613637742550978,0.43089430894308944,0.6274707974573519,0.4093943146091248,4.313215400624349,5.523648692487655,24,48,30.51069487802058,4.697055526955822,3.1219512195121952,-0.21887399743163624,0.7666995316929621,10.686914672216444,12.771645891404777,5,50,163.11493877543654,4.505003240902497,2.516260162601626,0.05648222704185899,-0.7447201901946339,1.2198231009365244,1.8382630682850059,18,58,3.379211108220604,1.8268547763803613,0.8699186991869918,1.929525941159752,4.5372369214592645,2.198881373569199,3.3415622067035518,15,56,11.166037981269517,3.054717795968742,1.443089430894309,2.016742239860092,3.416525517923361,3.8028746097814774,5.573643679826242,28,45,31.065503869667015,5.589169986519589,3.3048780487804876,1.4011735235803033,4.80127015617701,5.472229448491154,6.679740360898904,9,57,44.618931289021845,4.501467691999335,2.105691056910569,0.5929828496595803,0.5886240047966798,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(91).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(91)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(91).csv,12_leads,124,12,success,0.7911030176899065,1.0771488940041287,23,54,1.160249739854318,1.0620964082830733,0.508130081300813,1.6079010748644273,3.077555098634604,1.8242065556711762,2.595280450962231,18,58,6.735480619146722,1.96203809747287,0.943089430894309,-1.3429806088335479,2.87370861736762,1.609976586888658,2.600437583244335,14,63,6.762275624349637,1.9862331059620149,0.8658536585365854,-2.2305845201555705,4.817285418256641,2.125,2.813149566566088,19,45,7.913810483870968,2.6770630673681683,1.3333333333333333,0.8780257767361055,2.265404203183154,2.0721904266389175,3.2732474201100388,22,55,10.714148673257023,2.859515565317434,1.3943089430894309,2.1966933140195684,4.860274429309838,0.829084287200832,1.2741169842248061,14,45,1.623374089490115,0.9531718551058113,0.44308943089430897,-1.6779577761940996,3.4861889984857255,2.375000000000001,3.4886723000697093,18,41,12.170834417273676,2.3766308050978044,1.3048780487804879,-1.039996937979286,2.0942685274992208,1.75,2.9454037458057347,17,64,8.675403225806452,3.101271703489036,1.2520325203252032,3.1022388868282538,11.200970910857851,1.5747268470343387,2.5732599719917024,23,45,6.621666883454736,2.147980711787558,1.016260162601626,2.250031712688746,5.126352489873881,1.9261186264308015,3.0843268828870074,24,54,9.513072320499484,2.55110369865688,1.2276422764227641,2.2002941929085202,5.055162081690797,2.6332596253902185,3.485315094210468,18,44,12.14742130593132,2.8477633499925825,1.5772357723577235,-0.26615690525640334,1.1928499896557883,1.5870837669094688,2.356201963989773,17,51,5.551687695109261,2.157893432271541,0.9065040650406504,1.9951030247291994,4.48496802133694,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(92).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(92)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(92).csv,12_leads,124,12,success,2.8319458896982312,3.901192485583525,24,52,15.219302809573362,3.002031832268142,1.7723577235772359,-0.7289300929588727,0.58854762495046,2.375520291363163,3.199740961647383,27,56,10.238342221644118,2.281063794048804,1.3902439024390243,0.8087362138931423,0.16196612930690035,2.634105098855359,3.7233509398986446,26,44,13.863342221644121,2.915127352222334,1.6300813008130082,1.1576381807866687,1.175335244029796,2.6327393340270544,4.034436911325696,23,46,16.276681191467222,3.203783332604816,1.646341463414634,-1.512646193459426,3.028808552144712,1.838189386056191,2.508025619447371,24,48,6.29019250780437,1.516172974236409,1.0365853658536586,-1.0743947945032544,0.8146264185091381,2.143925598335068,2.7456657500559274,21,53,7.538680411030177,2.292618058241627,1.3333333333333333,-0.4029800243514648,-0.12331355720276127,3.2535770031217486,4.971031375191929,22,42,24.711152933142557,4.430928805713404,2.467479674796748,-1.4795703240979192,3.2699159832728304,2.516129032258065,3.7783527537457076,26,46,14.275949531737773,2.9140813164184673,1.5528455284552845,-1.2272310822691477,2.036761413200968,1.247398543184183,1.667834745030985,28,65,2.7816727367325695,1.5301841113520118,0.8536585365853658,-0.09566928372338221,0.1403779184245737,0.778746097814777,1.1350287188030987,22,65,1.2882901925078039,0.8753628748134261,0.491869918699187,-0.9820144929696352,1.5920103207850183,3.0682232049947964,4.636691777545535,20,44,21.49891063995838,3.9064258090518007,2.182926829268293,-1.5507088378206795,2.9284145078504418,1.9823751300728412,2.9603997316713695,23,44,8.763966571279916,2.2274160172318815,1.2073170731707317,-0.9700127628725799,1.174468872248739,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(93).png,final_check_output\npz_data\12_leads_data\Abnormal heartbeat\HB_(93)_12leads.npz,final_check_output\csv_data\12_leads_csv\Abnormal heartbeat\HB_(93).csv,12_leads,124,12,success,1.285184703433922,2.096940905283156,21,61,4.39716116024974,1.9718548075641424,0.8333333333333334,2.6898703072604704,7.062743852963999,1.288306451612902,2.158832708398499,20,66,4.660558662851198,1.9433020259927798,0.9024390243902439,-2.6084825833961447,6.793785042044156,2.422541623309054,4.204473594279644,9,50,17.677598204994798,3.5817967966766244,1.3821138211382114,-3.029551948208622,9.152581208983127,2.050208116545264,3.149294224155909,18,57,9.918054110301771,3.061696219391695,1.4471544715447155,2.7336041447058426,9.119464353195372,1.3372788761706556,2.204325252293323,23,59,4.859049817898022,2.0055816422118635,0.8902439024390244,2.719238595082122,7.27576977554139,1.0238033298647238,1.4556172367976532,17,55,2.118821540062435,1.275950148120139,0.573170731707317,1.947992049248362,3.8581776180306715,3.108740894901145,4.965391410819804,19,49,24.655111862643086,3.360458737557905,1.853658536585366,-1.3061772154565523,3.221591196912466,2.1714685223725296,3.5775304992697112,16,51,12.798724473204992,3.4838477466662088,1.5447154471544715,3.236051328830217,12.276127583588238,0.6891259105098849,0.904664752411623,17,62,0.8184183142559832,0.6984302957695782,0.4065040650406504,0.11083174174702252,-0.09125726611133711,0.9295005202913631,1.2434270473414812,19,56,1.546110822060354,1.0592219878345592,0.5284552845528455,1.4811956046021328,2.6859266593143376,1.6841831425598333,2.2816844999096593,21,53,5.206084157127991,1.8500714114980201,1.113821138211382,-0.24613024961111885,0.8596044478169289,1.9373699271592095,3.3899103857265938,16,59,11.491492423257023,3.452788433640219,1.3739837398373984,3.3734362075272606,12.706387097861498,Abnormal heartbeat
