original_image,npz_path,csv_path,data_type,num_samples,status,MAV,RMS,ZC,SSC,VAR,DASDV,AAC,Skew,Kurt,class
ECG Dataset\Abnormal heartbeat\HB_(112).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(112)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(112).csv,extended_lead_II,510,success,1.1488465974625146,1.452915045675424,81,249,2.1109621299500194,1.18147122828332,0.6365422396856582,0.4690074649795333,0.10785992570554859,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(113).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(113)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(113).csv,extended_lead_II,510,success,3.5231833910034607,5.4420048830602,76,211,29.61541714725106,4.378629563754113,2.43713163064833,-1.9613080156261409,3.9754050225935265,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(114).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(114)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(114).csv,extended_lead_II,510,success,1.6593771626297573,2.0310252182431316,98,226,4.125063437139561,1.5845521452392528,0.9724950884086444,0.533572129057409,-0.4838909690784301,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(115).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(115)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(115).csv,extended_lead_II,510,success,3.0948096885813157,3.5063688141250875,40,225,12.294622260668973,2.2175403638324,1.1453831041257367,-0.18540092900824207,-1.0664561524582743,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(116).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(116)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(116).csv,extended_lead_II,510,success,2.394052287581699,3.169288206441054,50,226,10.044387735486353,1.8106593356737417,0.9420432220039293,0.7125737827270431,1.1411450636980591,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(117).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(117)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(117).csv,extended_lead_II,510,success,2.4978085351787787,2.8837331629360747,39,229,8.3159169550173,1.986076286974327,1.012770137524558,-0.08613066090962351,-0.8939244092916665,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(118).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(118)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(118).csv,extended_lead_II,510,success,2.8798000768935026,4.002168769993843,70,256,16.017354863514033,2.093469122437964,1.112966601178782,0.4501624046482932,2.01675962331426,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(119).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(119)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(119).csv,extended_lead_II,510,success,0.7951749327181853,0.9892467785004654,83,266,0.9786091887735487,1.0182519016269962,0.5058939096267191,0.4562321419976105,0.9977336466640563,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(12).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(12)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(12).csv,extended_lead_II,510,success,1.0214148404459824,1.6242633559378608,68,258,2.638231449442522,1.566941134396582,0.6473477406679764,2.589818376172898,7.126407573839124,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(120).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(120)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(120).csv,extended_lead_II,510,success,1.6976931949250287,2.1822657347408954,70,242,4.762283737024222,1.311689922148678,0.737721021611002,0.25063804211710927,0.6602456124933549,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(121).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(121)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(121).csv,extended_lead_II,510,success,1.383933102652826,1.931875370000192,54,241,3.7321424452133796,1.1076621870537442,0.5952848722986247,-1.3008929934672537,1.8887225450922882,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(122).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(122)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(122).csv,extended_lead_II,510,success,1.4871049596309112,1.9582603853993017,85,235,3.8347837370242215,1.4579906511028593,0.8015717092337917,0.7424657710229108,1.0383708200095816,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(123).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(123)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(123).csv,extended_lead_II,510,success,1.7812995001922338,2.1380543566854153,80,264,4.5712764321414845,1.4025306905438772,0.8752455795677799,-0.023502524143546873,-0.8165003110531295,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(124).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(124)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(124).csv,extended_lead_II,510,success,1.6813341022683583,2.4249886542182573,71,236,5.880569973087274,1.774353419964325,0.8644400785854617,1.6480144393172196,3.144629502664177,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(125).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(125)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(125).csv,extended_lead_II,510,success,1.8546059207996923,2.4547189134913614,66,213,6.025644944252211,1.3616628572222653,0.743614931237721,0.6850389094613063,1.6946989441712947,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(126).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(126)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(126).csv,extended_lead_II,510,success,2.4858362168396777,3.4701486926715814,71,212,12.041931949250287,2.8132789251001356,1.3988212180746562,1.2021075755522868,2.5152373693886894,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(127).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(127)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(127).csv,extended_lead_II,510,success,3.095617070357555,3.999495354556472,46,211,15.995963091118803,2.206883320026725,1.1335952848722985,-0.17667213469955345,0.7909830465604526,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(128).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(128)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(128).csv,extended_lead_II,510,success,1.2653287197231835,1.8503706622865663,87,242,3.4238715878508272,1.5921282293285155,0.7475442043222004,1.7097525891488767,3.8480691597498,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(129).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(129)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(129).csv,extended_lead_II,510,success,1.2720261437908498,1.6559064417384364,75,227,2.7420261437908495,1.1204475670423668,0.5972495088408645,0.8251729694930947,0.8081243684012014,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(13).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(13)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(13).csv,extended_lead_II,510,success,4.220011534025374,7.555541380069589,32,199,57.08620554594387,4.675086543014561,1.9587426326129667,-2.6747587055478355,7.138280989654747,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(130).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(130)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(130).csv,extended_lead_II,510,success,1.1034794309880815,1.360021611991023,108,272,1.8496587850826605,1.2438453589629832,0.7229862475442044,0.5605796467571891,-0.18715937145917838,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(131).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(131)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(131).csv,extended_lead_II,510,success,1.6068589004229143,2.108469811083908,52,256,4.44564494425221,0.9113452135342717,0.6178781925343811,0.09310399471752029,0.5539148066534905,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(132).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(132)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(132).csv,extended_lead_II,510,success,1.7812187620146103,2.4092416660877394,82,226,5.804445405613225,1.6321909052794694,0.8840864440078585,1.168097859806753,0.867529800797139,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(133).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(133)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(133).csv,extended_lead_II,510,success,2.238654363706268,3.392046921033732,40,165,11.505982314494423,1.8303541907658811,1.0854616895874263,-0.957616047928963,1.1603505768558025,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(134).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(134)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(134).csv,extended_lead_II,510,success,2.7664936562860434,3.6755194848178485,39,193,13.509443483275662,1.4952445903827112,0.9155206286836935,-0.2354924913365842,0.5625465768371694,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(135).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(135)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(135).csv,extended_lead_II,510,success,2.7664936562860434,3.6755194848178485,39,193,13.509443483275662,1.4952445903827112,0.9155206286836935,-0.2354924913365842,0.5625465768371694,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(136).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(136)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(136).csv,extended_lead_II,510,success,2.5940868896578237,3.6143575298675295,39,260,13.06358035371011,1.0845856949388608,0.6316306483300589,1.115254499851582,3.9043248110097952,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(137).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(137)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(137).csv,extended_lead_II,510,success,3.85256055363322,5.429429202133181,57,223,29.478701460976552,3.6667410839623362,1.862475442043222,1.6527790827281097,1.5536829865706983,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(138).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(138)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(138).csv,extended_lead_II,510,success,1.2422222222222223,1.5259478747881758,113,260,2.3285169165705493,1.4388313856686157,0.8339882121807466,0.5336748909814608,-0.0916365792656304,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(139).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(139)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(139).csv,extended_lead_II,510,success,1.821026528258361,2.9254910174524418,72,221,8.558497693194925,2.7496204417471644,1.2544204322200392,2.6473958161715636,9.210877208789555,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(14).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(14)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(14).csv,extended_lead_II,510,success,4.391047673971551,7.812934632277617,32,195,61.04194756824298,4.71311029410524,2.131630648330059,-2.806309036776024,8.233587842690007,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(140).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(140)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(140).csv,extended_lead_II,510,success,1.4158823529411766,1.7255907390493292,89,243,2.9776633986928105,1.4514067425833819,0.8045186640471512,0.56287128625979,-0.11719318570321491,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(141).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(141)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(141).csv,extended_lead_II,510,success,3.3868358323721646,6.678450442099126,67,252,44.60170030757402,2.061076263377404,0.8929273084479371,0.3519870213281448,8.560222716728452,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(142).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(142)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(142).csv,extended_lead_II,510,success,1.225990003844675,1.6430506786120462,115,257,2.6996155324875053,1.664225455105887,0.8772102161100196,1.3658380480236851,2.0092687244279395,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(143).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(143)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(143).csv,extended_lead_II,510,success,1.225990003844675,1.6430506786120462,115,257,2.6996155324875053,1.664225455105887,0.8772102161100196,1.3658380480236851,2.0092687244279395,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(144).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(144)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(144).csv,extended_lead_II,510,success,0.7619108035371007,1.089545669292856,55,236,1.1871097654748173,0.794751941381749,0.4538310412573674,-0.9578487366605144,1.7917335059824842,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(145).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(145)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(145).csv,extended_lead_II,510,success,1.9231257208765855,3.233056700592361,96,238,10.452655629245161,3.09629084984761,1.4459724950884087,3.3985080477502603,16.944340675488434,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(146).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(146)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(146).csv,extended_lead_II,510,success,2.3272779700115347,3.3796074392857394,81,234,11.421746443675511,2.6201013792830654,1.2426326129666012,1.7070226660151273,2.6461764953728277,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(147).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(147)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(147).csv,extended_lead_II,510,success,2.0237254901960786,2.8310631043220487,79,228,8.014918300653594,2.434909017878042,1.1208251473477406,1.180359929166744,2.5481826020906198,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(148).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(148)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(148).csv,extended_lead_II,510,success,2.0237254901960786,2.8310631043220487,79,228,8.014918300653594,2.434909017878042,1.1208251473477406,1.180359929166744,2.5481826020906198,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(149).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(149)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(149).csv,extended_lead_II,510,success,1.834163783160323,2.4034971077140272,79,231,5.776798346789698,1.409517188025702,0.7927308447937131,0.4851179567810864,0.5270288635339293,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(15).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(15)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(15).csv,extended_lead_II,510,success,1.3925490196078434,2.7165914821786785,60,214,7.3798692810457505,1.4978701316328198,0.7053045186640472,1.5812369114160922,14.391088147269663,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(150).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(150)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(150).csv,extended_lead_II,510,success,1.834163783160323,2.4034971077140272,79,231,5.776798346789698,1.409517188025702,0.7927308447937131,0.4851179567810864,0.5270288635339293,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(151).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(151)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(151).csv,extended_lead_II,510,success,2.47201076509035,2.9284659995195734,72,229,8.575913110342178,2.2521546112394923,1.2524557956777995,-0.15701634137339732,-0.7306577589101071,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(152).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(152)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(152).csv,extended_lead_II,510,success,1.5323529411764707,1.9670695831866343,87,221,3.869362745098039,1.8095739710710905,0.949901768172888,0.036033857323733966,0.21704856942441664,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(153).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(153)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(153).csv,extended_lead_II,510,success,1.8621222606689736,2.4862644584444564,75,230,6.181510957324105,1.7653341652864767,0.9616895874263262,0.944107016876214,1.250001758268441,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(154).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(154)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(154).csv,extended_lead_II,510,success,2.7110342176086117,3.8584938534845348,66,235,14.887974817377932,2.6955905199925074,1.4086444007858545,-0.9739509548372957,7.8239632442365,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(155).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(155)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(155).csv,extended_lead_II,510,success,2.3309304113802383,2.883943971981003,64,232,8.317132833525568,2.0269549005734544,0.9616895874263262,0.5136949519482433,0.1741844935369734,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(156).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(156)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(156).csv,extended_lead_II,510,success,1.2791234140715109,1.675623280892646,79,263,2.8077133794694347,1.4369526804644297,0.7603143418467584,0.23466361740547592,0.8007128404923116,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(157).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(157)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(157).csv,extended_lead_II,510,success,1.7583967704728956,2.459242740321639,65,224,6.047874855824682,1.811066179704418,0.8055009823182712,1.745015102691792,3.560189491594687,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(158).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(158)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(158).csv,extended_lead_II,510,success,2.1303806228373707,2.834321567599246,97,205,8.033378748558247,2.675885546461267,1.462671905697446,0.2195553959510319,0.8389731504603524,Abnormal heartbeat
ECG Dataset\Abnormal heartbeat\HB_(159).png,final_check_output\npz_data\extended_lead_II_data\Abnormal heartbeat\HB_(159)_extended_leadII.npz,final_check_output\csv_data\extended_lead_II_csv\Abnormal heartbeat\HB_(159).csv,extended_lead_II,510,success,2.1303806228373707,2.834321567599246,97,205,8.033378748558247,2.675885546461267,1.462671905697446,0.2195553959510319,0.8389731504603524,Abnormal heartbeat
